#all genus associated with D015179: Colorectal Neoplasms; Tumors or cancer of the COLON or the RECTUM or both. Risk factors for colorectal cancer include chronic ULCERATIVE COLITIS; FAMILIAL POLYPOSIS COLI; exposure to ASBESTOS; and irradiation of the CERVIX UTERI.
#in total 1697 valid runs were included in GMrepo.
#please consult our web site for more details.
phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance
D015179	genus	81682	Methylovorus	Bacteria	3	0.00124082666666667	0.00108457	0.000294487907108821	
D015179	genus	81894	Prosthecomicrobium	Bacteria	10	0.003915115	0.00401868	0.00153040719127115	
D015179	genus	82202	Centipeda	Bacteria	4	0.00385035	0.00176545	0.00459915551490343	
D015179	genus	82373	Anaerovibrio	Bacteria	10	0.0037110754	0.002942005	0.00402155906272749	
D015179	genus	82559	Thiolamprovum	Bacteria	2	0.00290587	0.00290587	1.4509831149948e-05	
D015179	genus	82800	Desemzia	Bacteria	1	0.0082656	0.0082656		
D015179	genus	82802	Trichococcus	Bacteria	10	0.02130287889	0.002250525	0.0589349622440592	
D015179	genus	82978	Budvicia	Bacteria	4	0.00360867475	0.002936785	0.00345798330539496	
D015179	genus	82984	Pragia	Bacteria	1	0.000467405	0.000467405		
D015179	genus	83461	Corallococcus	Bacteria	4	0.0012980215	0.0007165275	0.00152788939386299	
D015179	genus	83551	Parachlamydia	Bacteria	2	0.000652152	0.000652152	0.000399740191326817	
D015179	genus	83612	Psychroflexus	Bacteria	4	0.00056558425	0.000613567	0.000341380801088145	
D015179	genus	83614	Luteimonas	Bacteria	1	0.00177377	0.00177377		
D015179	genus	83618	Pseudoxanthomonas	Bacteria	4	0.1464135295	0.00789062	0.282169165392622	
D015179	genus	83660	Desulfonispora	Bacteria	131	0.0289228020916031	0.0117553	0.0399094766788527	
D015179	genus	83677	Thermobifida	Bacteria	2	0.00358232845	0.00358232845	0.00505124776770837	
D015179	genus	83681	Nonomuraea	Bacteria	41	0.00829976687804878	0.00437848	0.00922213318537233	
D015179	genus	83766	Propionivibrio	Bacteria	4	0.005017388	0.00297445	0.00604630547681056	
D015179	genus	83768	Succinimonas	Bacteria	5	0.002821486	0.00259855	0.000833625169923509	
D015179	genus	83770	Succinivibrio	Bacteria	39	0.513987457230769	0.0137747	1.2947581064158	
D015179	genus	83867	Palaeococcus	Archaea	3	0.001652913	0.00192082	0.000879456854420386	
D015179	genus	84034	Propionispira	Bacteria	17	0.0855129241176471	0.0130378	0.155203346647159	
D015179	genus	84036	Syntrophococcus	Bacteria	1	1.05569e-05	1.05569e-05		
D015179	genus	84108	Slackia	Bacteria	206	0.113473359082524	0.021205	0.242656536833955	
D015179	genus	84111	Eggerthella	Bacteria	845	0.182178026859172	0.04009	0.390821083296172	
D015179	genus	84113	unclassified Coriobacteriaceae	Bacteria	84	0.304577023809524	0.074445	0.404111746044378	
D015179	genus	84162	Cryptobacterium	Bacteria	24	0.00306950252916667	0.002402225	0.00240389951412702	
D015179	genus	84404	Hippea	Bacteria	5	0.0014336022	0.00101272	0.00122883136328961	
D015179	genus	84406	Virgibacillus	Bacteria	2	0.00048840985	0.00048840985	0.000616066995240814	
D015179	genus	84565	Sodalis	Bacteria	18	0.00629887738888889	0.002355305	0.0112120988935446	
D015179	genus	84567	Pedobacter	Bacteria	56	0.057077908625	0.0122539	0.138249888070547	
D015179	genus	84593	Verrucosispora	Bacteria	1	0.0071541	0.0071541		
D015179	genus	84756	Beutenbergia	Bacteria	3	0.001016011	0.000732086	0.000801495375395891	
D015179	genus	85076	Marichromatium	Bacteria	3	0.00112415133333333	0.000640324	0.000953987839747097	
D015179	genus	85079	Thiohalocapsa	Bacteria	7	0.00329236571428571	0.00254874	0.00133155754861061	
D015179	genus	85108	Halorhodospira	Bacteria	18	0.00254767671666667	0.002655015	0.00126888336619482	
D015179	genus	85274	Rhodovibrio	Bacteria	3	0.00241966296666667	0.000422962	0.00382110863531169	
D015179	genus	85413	Bosea	Bacteria	17	0.0374549557	0.00840619	0.049877486033773	
D015179	genus	86331	Mogibacterium	Bacteria	95	0.105186550642105	0.00523437	0.28998925808846	
D015179	genus	86671	Roseospira	Bacteria	8	0.0032650045	0.00319746	0.00144749234756694	
D015179	genus	86795	Marmoricola	Bacteria	4	0.10206329425	0.034868835	0.160415621173072	
D015179	genus	88138	Modestobacter	Bacteria	8	0.0015568198625	0.00181867	0.000947646959623486	
D015179	genus	89092	Ignavigranum	Bacteria	1	0.00386026	0.00386026		
D015179	genus	89342	Desulfocella	Bacteria	1	0.00161804	0.00161804		
D015179	genus	89404	Glaciecola	Bacteria	6	0.00223725846666667	0.002139405	0.0016685611063274	
D015179	genus	89523	Rubrimonas	Bacteria	18	0.01574988	0.004603445	0.036696552670644	
D015179	genus	89583	Gluconacetobacter	Bacteria	1	0.000154939	0.000154939		
D015179	genus	89958	Natronincola	Bacteria	3	0.0022506623	0.00305371	0.00196571776263961	
D015179	genus	89966	Hymenobacter	Bacteria	26	0.00258708860769231	0.001436715	0.0034330362847815	
D015179	genus	90243	Oligella	Bacteria	6	0.00465790616666667	0.0006368445	0.00964203107462863	
D015179	genus	91914	Asaia	Bacteria	8	0.0028528104875	0.002560815	0.00203591299251197	
D015179	genus	92944	Ketogulonicigenium	Bacteria	2	0.000895124	0.000895124	0.000827662830524604	
D015179	genus	93217	Pandoraea	Bacteria	35	0.0104695014	0.00276589	0.022423921959665	
D015179	genus	93682	Roseivivax	Bacteria	1	0.0010155	0.0010155		
D015179	genus	94008	Thermicanus	Bacteria	14	0.0806194507071429	0.00319915	0.200555900731555	
D015179	genus	97050	Ruegeria	Bacteria	1	0.00717515	0.00717515		
D015179	genus	98519	unclassified Dermatophilaceae	Bacteria	11	0.0315409090909091	0.02325	0.0252769912982323	
D015179	genus	99906	Alkalibacterium	Bacteria	5	0.00196581896	0.00246914	0.00175937955660449	
D015179	genus	100175	Papillibacter	Bacteria	66	0.0266253531212121	0.003100885	0.0689800612707898	
D015179	genus	100715	Chloroherpeton	Bacteria	6	0.000891942983333333	0.0005217435	0.00120156940836584	
D015179	genus	100883	Coprobacillus	Bacteria	434	0.264390749711982	0.0459366	0.564280104445193	
D015179	genus	102106	Collinsella	Bacteria	1273	1.12590324809741	0.53381	1.48201763278261	
D015179	genus	102115	Stanieria	Bacteria	2	0.0002889505	0.0002889505	0.000189520880813962	
D015179	genus	102234	Cyanobacterium	Bacteria	3	0.000394836333333333	0.000395127	0.000239752132147627	
D015179	genus	104264	Cellulophaga	Bacteria	5	0.004574124	0.00257566	0.00316126951945417	
D015179	genus	104267	Tenacibaculum	Bacteria	4	0.001688874225	0.0015244	0.00157306508882714	
D015179	genus	105850	Acidilobus	Archaea	1	1.05569e-05	1.05569e-05		
D015179	genus	106589	Cupriavidus	Bacteria	30	0.0844571824	0.00522635	0.406833562157308	
D015179	genus	106591	Ensifer	Bacteria	1	0.00125401	0.00125401		
D015179	genus	106633	Thioalkalivibrio	Bacteria	5	0.00410308118	0.000422962	0.00613530099548831	
D015179	genus	109168	Desulfotalea	Bacteria	5	0.0015873759	0.00158051	0.00118948903557706	
D015179	genus	109169	Desulfofaba	Bacteria	2	0.0011424935	0.0011424935	0.000888107025287212	
D015179	genus	109262	Halothiobacillus	Bacteria	7	0.000609028428571429	0.00050902	0.000374757153849377	
D015179	genus	110932	Leifsonia	Bacteria	9	0.0123904385444444	0.00299931	0.0233808034973213	
D015179	genus	111142	Alishewanella	Bacteria	12	0.00702344083333333	0.003739425	0.00814168946708511	
D015179	genus	111500	Muricauda	Bacteria	3	0.000346708966666667	0.000395127	0.000314748623360299	
D015179	genus	112008	Ignatzschineria	Bacteria	3	0.000277582666666667	0.000221696	0.000118314340117051	
D015179	genus	112040	Zobellia	Bacteria	2	0.0001762515	0.0001762515	3.01404265480766e-05	
D015179	genus	113286	Pseudoramibacter	Bacteria	6	0.016663508	0.002713485	0.0336827510923864	
D015179	genus	114185	Candidatus Carsonella	Bacteria	2	8.274795e-05	8.274795e-05	0.000102093561991954	
D015179	genus	114248	Tepidimonas	Bacteria	14	0.520312652785714	0.005348505	1.32287297252241	
D015179	genus	114627	Alkaliphilus	Bacteria	40	0.005012672225	0.00227595	0.0110778183975102	
D015179	genus	117563	Granulicatella	Bacteria	655	0.208327008233588	0.0127751	1.02483430117781	
D015179	genus	117999	Denitrovibrio	Bacteria	2	0.025793732	0.025793732	0.0361984479303802	
D015179	genus	118747	Bulleidia	Bacteria	63	0.366904908619048	0.00905	1.01536836316668	
D015179	genus	118966	Anaerorhabdus	Bacteria	34	0.00889434161764706	0.002356	0.0225274840180081	
D015179	genus	119044	Filomicrobium	Bacteria	4	0.000736387675	0.0007331765	0.000596748687680352	
D015179	genus	119852	Oscillospira	Bacteria	89	1.54040020674157	1.13754	1.43270943000773	
D015179	genus	119977	Acidithiobacillus	Bacteria	23	0.00545630007826087	0.00317501	0.00900252533540908	
D015179	genus	120376	Salana	Bacteria	1	0.00545316	0.00545316		
D015179	genus	120652	Methylocella	Bacteria	1	0.000197564	0.000197564		
D015179	genus	120831	Dyadobacter	Bacteria	12	0.0133104854916667	0.00798953	0.018117897871769	
D015179	genus	120961	Roseiflexus	Bacteria	25	0.003316384144	0.002503	0.0047655855029668	
D015179	genus	121038	Ferrimicrobium	Bacteria	2	0.00117673345	0.00117673345	0.00164922269313147	
D015179	genus	122277	Pectobacterium	Bacteria	3	0.0436226816666667	0.000211481	0.0752024579697148	
D015179	genus	123375	Solobacterium	Bacteria	391	0.188473937084399	0.01624	0.482499163661059	
D015179	genus	125216	Roseomonas	Bacteria	6	0.0240444826666667	0.00779474	0.0462473444421161	
D015179	genus	125287	Ornithinimicrobium	Bacteria	3	0.00966427333333333	0.00405745	0.0117446655527364	
D015179	genus	129337	Geobacillus	Bacteria	22	0.0292966246818182	0.004519625	0.0867597007139182	
D015179	genus	129577	Oceanimonas	Bacteria	6	0.0022402591	0.0012542	0.0027777340915085	
D015179	genus	129957	Carboxydothermus	Bacteria	8	0.0011004409875	0.0010043025	0.000952581430971263	
D015179	genus	131079	Limnobacter	Bacteria	5	0.003118184	0.00222148	0.00210268563151509	
D015179	genus	133193	Alkalilimnicola	Bacteria	3	0.0002878926	0.000197564	0.000311372804298449	
D015179	genus	133925	Olsenella	Bacteria	295	0.0448516204881356	0.0082656	0.12170786051641	
D015179	genus	135575	Idiomarina	Bacteria	32	0.00299115775	0.002856735	0.00216585177035272	
D015179	genus	135858	Catenibacterium	Bacteria	172	1.96253339534884	0.8819	4.08157972536258	
D015179	genus	136099	Knoellia	Bacteria	1	0.00405745	0.00405745		
D015179	genus	137460	Aerosphaera	Bacteria	7	0.00865208824285714	0.00402342	0.0101827870213549	
D015179	genus	137583	Thalassomonas	Bacteria	7	0.0033117	0.00322747	0.000928825860338381	
D015179	genus	138117	Quatrionicoccus	Bacteria	1	1.05569e-05	1.05569e-05		
D015179	genus	140458	Thermacetogenium	Bacteria	10	0.00131262168	0.0010817725	0.00102038653119189	
D015179	genus	140625	Lachnobacterium	Bacteria	16	0.942949930125	0.8642965	1.03680677393485	
D015179	genus	141948	Thermomonas	Bacteria	10	0.2155870018	0.0169611	0.483513883458726	
D015179	genus	142841	Selenihalanaerobacter	Bacteria	3	0.00235859	0.00231782	0.000606234060986349	
D015179	genus	144193	Turicella	Bacteria	6	1.20883722516667	0.002916135	2.86458290341985	
D015179	genus	145260	Methanothermobacter	Archaea	2	9.33049e-05	9.33049e-05	8.71637801246596e-05	
D015179	genus	146784	Bacteriovorax	Bacteria	15	0.00843339372666667	0.00342806	0.010227556183178	
D015179	genus	146785	Thermosynechococcus	Bacteria	4	0.000231760725	0.0002606795	0.000165462229226197	
D015179	genus	146813	Dendrosporobacter	Bacteria	2	0.001525028	0.001525028	0.000855008063966651	
D015179	genus	146918	Salinibacter	Bacteria	26	0.00282230992307692	0.00216739	0.00236102700121277	
D015179	genus	146935	Azovibrio	Bacteria	4	0.0017018275	0.001894235	0.00114222149035334	
D015179	genus	146936	Azonexus	Bacteria	1	2.11139e-05	2.11139e-05		
D015179	genus	146937	Azospira	Bacteria	17	0.131926458529412	0.00527565	0.475206619825882	
D015179	genus	147067	Thermobispora	Bacteria	3	0.0008568529	0.000211481	0.00126722346841294	
D015179	genus	149698	Massilia	Bacteria	14	0.0366147964285714	0.02116635	0.0395293589684087	
D015179	genus	150022	Finegoldia	Bacteria	89	0.574793135820225	0.00772052	1.48457611311929	
D015179	genus	150059	Halonatronum	Bacteria	1	0.00322103	0.00322103		
D015179	genus	150247	Anoxybacillus	Bacteria	23	0.258124879452174	0.00504974	0.918241452545394	
D015179	genus	150333	Thermobrachium	Bacteria	26	0.00324410480769231	0.002807525	0.00275948305366732	
D015179	genus	150818	Heliophilum	Bacteria	9	0.00328277333333333	0.00306843	0.00114472327688835	
D015179	genus	151037	Anaerosinus	Bacteria	4	0.0018809717	0.001918288	0.00168952890082661	
D015179	genus	151754	Xenophilus	Bacteria	1	0.0018939	0.0018939		
D015179	genus	152053	Starkeya	Bacteria	3	0.000187994666666667	0.000197564	2.94606270526161e-05	
D015179	genus	153232	Oceanicaulis	Bacteria	2	0.003313045	0.003313045	4.05101474941775e-05	
D015179	genus	153265	Aequorivita	Bacteria	18	0.1197890985	0.00192137	0.350079156654776	
D015179	genus	153497	Kozakia	Bacteria	1	0.0166642	0.0166642		
D015179	genus	154116	Georgenia	Bacteria	3	0.00305542666666667	0.00192082	0.00208326540230316	
D015179	genus	155493	Gallibacterium	Bacteria	33	0.00570533833333333	0.00467312	0.00357153632664149	
D015179	genus	156454	Anaeroglobus	Bacteria	85	0.862391666176471	0.00622	2.63639093899013	
D015179	genus	156885	Thioflavicoccus	Bacteria	4	0.001012765975	0.000620525	0.00123117022846293	
D015179	genus	156973	Dysgonomonas	Bacteria	132	0.136676550734848	0.004314665	0.903958029801348	
D015179	genus	156993	Reichenbachiella	Bacteria	5	0.0018337516	0.00211481	0.00128188792613348	
D015179	genus	157226	Jeotgalibacillus	Bacteria	1	1.05569e-05	1.05569e-05		
D015179	genus	157920	Cellulosimicrobium	Bacteria	2	0.08816045	0.08816045	0.0459004931978405	
D015179	genus	158481	Hahella	Bacteria	4	0.0020896045	0.00235699	0.00136520332952067	
D015179	genus	158846	Megamonas	Bacteria	383	2.30646927754569	0.161967	4.89874649008219	
D015179	genus	159345	Roseibacterium	Bacteria	4	0.001417791	0.0004861325	0.00209345765983217	
D015179	genus	160674	Raoultella	Bacteria	18	1.1925879045	0.0460204	2.7136330695941	
D015179	genus	160700	Albibacter	Bacteria	2	0.00410777	0.00410777	0.000693459620309647	
D015179	genus	160795	Ureibacillus	Bacteria	3	0.00330929666666667	0.00287167	0.00243869967184017	
D015179	genus	160798	Marinitoga	Bacteria	4	0.000427465725	0.0005324315	0.000287420499032635	
D015179	genus	161492	Anaeromyxobacter	Bacteria	49	0.00504751987755102	0.00274205	0.00744653702702171	
D015179	genus	162027	Haliangium	Bacteria	2	0.00223966	0.00223966	0.000176564563262281	
D015179	genus	162171	Magnetococcus	Bacteria	16	0.00332972053125	0.0029531	0.00173501192370667	
D015179	genus	162289	Peptoniphilus	Bacteria	388	0.120880615652062	0.0129856	0.602153873417219	
D015179	genus	162291	Planomicrobium	Bacteria	1	0.875099	0.875099		
D015179	genus	162491	Oerskovia	Bacteria	7	0.00254269855714286	0.000920446	0.00339675411317619	
D015179	genus	165301	Lentzea	Bacteria	1	0.00130669	0.00130669		
D015179	genus	165695	Sphingobium	Bacteria	14	0.0857833354285714	0.00950998	0.224118545235956	
D015179	genus	165696	Novosphingobium	Bacteria	20	0.09402949035	0.00426658	0.340027843477762	
D015179	genus	165697	Sphingopyxis	Bacteria	6	0.00886691565	0.003260705	0.0131940045493359	
D015179	genus	165779	Anaerococcus	Bacteria	153	0.386288168777778	0.01098	1.34228338724725	
D015179	genus	165812	Sporanaerobacter	Bacteria	10	0.10455533689	0.001423695	0.324709220392913	
D015179	genus	166484	Caminicella	Bacteria	92	0.00943465434239131	0.004159875	0.013505563918179	
D015179	genus	166974	Lechevalieria	Bacteria	2	0.002518895	0.002518895	0.00083080097041951	
D015179	genus	167375	Cyanobium	Bacteria	7	0.092547013	0.00274205	0.194427497648582	
D015179	genus	167639	Ilyobacter	Bacteria	7	0.00742141385714286	0.00349675	0.0103460822595361	
D015179	genus	168470	Laribacter	Bacteria	3	0.00860854466666667	0.0120544	0.00666176948940635	
D015179	genus	168694	Salinispora	Bacteria	2	0.01075226385	0.01075226385	0.0151462783768361	
D015179	genus	168808	Sneathia	Bacteria	14	0.00583606342142857	0.002397855	0.010847658029272	
D015179	genus	168934	Thalassospira	Bacteria	2	0.00223478	0.00223478	0.000444006490042657	
D015179	genus	169133	Citricoccus	Bacteria	5	0.5831052306	0.00201171	1.29906914797588	
D015179	genus	171436	Tistrella	Bacteria	5	0.0009495328	0.000826976	0.000700868712912554	
D015179	genus	171868	Thermovibrio	Bacteria	1	0.000154939	0.000154939		
D015179	genus	172900	Victivallis	Bacteria	7	0.0808178444285714	0.00184807	0.137374022324034	
D015179	genus	173479	Gemmatimonas	Bacteria	31	0.0635910572580645	0.00305689	0.211675128092973	
D015179	genus	174708	Allobaculum	Bacteria	47	0.043194079206383	0.0235205	0.0536883751711299	
D015179	genus	174951	Ramlibacter	Bacteria	3	0.00156080266666667	0.00177377	0.000501636817629381	
D015179	genus	177399	Anaerophaga	Bacteria	1	0.00234291	0.00234291		
D015179	genus	177971	Shuttleworthia	Bacteria	20	0.0141165035	0.002641355	0.0465007365096417	
D015179	genus	178440	Opitutus	Bacteria	14	0.0467264596714286	0.001682405	0.168783328252364	
D015179	genus	178469	Arenibacter	Bacteria	5	0.01697751	0.0076353	0.0170569893177636	
D015179	genus	178898	Carboxydocella	Bacteria	5	0.00275584318	0.00184089	0.00285630854978654	
D015179	genus	180162	Cetobacterium	Bacteria	3	0.0928200523	0.0123096	0.150225396715542	
D015179	genus	180541	Salinisphaera	Bacteria	1	0.000467405	0.000467405		
D015179	genus	182269	Aurantimonas	Bacteria	6	0.00252058526666667	0.00238733	0.00182114365858205	
D015179	genus	182639	Kribbella	Bacteria	38	0.0332289605789474	0.00336756	0.090009717464771	
D015179	genus	182709	Oceanobacillus	Bacteria	8	0.0126585492375	0.00477175	0.0185936382829738	
D015179	genus	182899	Persephonella	Bacteria	2	0.0002045225	0.0002045225	9.84080507377317e-06	
D015179	genus	184869	Varibaculum	Bacteria	12	0.0770438801666667	0.012555	0.105865821050181	
D015179	genus	185283	unclassified Propionibacteriaceae	Bacteria	15	0.0189553333333333	0.0159	0.0151961686274002	
D015179	genus	185291	unclassified Bacteroidales (miscellaneous)	Bacteria	409	0.460630366748166	0.21316	0.646785746478808	
D015179	genus	186188	Xylanimonas	Bacteria	2	0.0002045225	0.0002045225	9.84080507377317e-06	
D015179	genus	186650	Microvirga	Bacteria	7	0.0814237985714286	0.0204764	0.0931008048403937	
D015179	genus	186813	unclassified Clostridiales	Bacteria	3	0.05126	0.05298	0.0317649445143542	
D015179	genus	186829	Agitococcus	Bacteria	1	0.000924035	0.000924035		
D015179	genus	186831	Acetoanaerobium	Bacteria	19	0.0127058068368421	0.00474153	0.0227514206293699	
D015179	genus	186928	unclassified Lachnospiraceae	Bacteria	661	1.26504590015129	0.57971	2.34184741394895	
D015179	genus	187144	Caldithrix	Bacteria	26	0.00235979105384615	0.00248692	0.00155637391188943	
D015179	genus	187492	Thalassolituus	Bacteria	3	0.00213108733333333	0.000309878	0.00325217875542679	
D015179	genus	188143	Enterovibrio	Bacteria	9	0.00313724966666667	0.00184089	0.00271564826963572	
D015179	genus	188905	Jannaschia	Bacteria	8	0.03231408925	0.00243328	0.0784814091308942	
D015179	genus	189330	Dorea	Bacteria	1457	1.39764709249623	0.570588	2.19272614283814	
D015179	genus	189971	unclassified Clostridiaceae	Bacteria	101	0.131734752475248	0.02927	0.339702264748394	
D015179	genus	191028	Leisingera	Bacteria	2	0.0008668535	0.0008668535	0.000568565470869011	
D015179	genus	191291	Nautilia	Bacteria	10	0.0025373168	0.001141395	0.0042720593780676	
D015179	genus	191303	Turicibacter	Bacteria	158	0.352534216455696	0.0705513	0.973796525341402	
D015179	genus	191494	Conexibacter	Bacteria	12	0.031894686975	0.00403144	0.0624097563669053	
D015179	genus	191769	Marinilactibacillus	Bacteria	2	0.005024685	0.005024685	0.000122209264992471	
D015179	genus	192992	Thermoleophilum	Bacteria	11	0.00534349451818182	0.00142353	0.0126693938685762	
D015179	genus	194195	Alysiella	Bacteria	1	0.00711415	0.00711415		
D015179	genus	195950	Tannerella	Bacteria	102	0.0507543689215686	0.00348366	0.354543679211504	
D015179	genus	196078	Pseudospirillum	Bacteria	1	0.00260913	0.00260913		
D015179	genus	196081	Scardovia	Bacteria	76	0.0199071092631579	0.01226	0.0232326212068779	
D015179	genus	196082	Parascardovia	Bacteria	21	0.0443428052857143	0.02931	0.0614604540489996	
D015179	genus	196118	Methanocaldococcus	Archaea	4	0.0016554377	0.001521265	0.00148009019142387	
D015179	genus	196119	Methanotorris	Archaea	2	0.002734185	0.002734185	0.00115027181415959	
D015179	genus	198251	Candidatus Pelagibacter	Bacteria	31	0.00241390273225806	0.00201114	0.00178201966557563	
D015179	genus	198705	Lampropedia	Bacteria	1	0.000445268	0.000445268		
D015179	genus	200414	Caldisphaera	Archaea	1	1.05569e-05	1.05569e-05		
D015179	genus	200473	Brumimicrobium	Bacteria	7	0.00715473614285714	0.00419595	0.00761109952761339	
D015179	genus	200630	unclassified Peptostreptococcaceae	Bacteria	1	0.43063	0.43063		
D015179	genus	200677	Meniscus	Bacteria	3	0.000677700333333333	0.000600046	0.000218133007979841	
D015179	genus	201096	Alicycliphilus	Bacteria	9	0.00574966776666667	0.00527565	0.00598183167138219	
D015179	genus	202746	Sulfurimonas	Bacteria	20	0.00289318138	0.002568815	0.00224284428552927	
D015179	genus	202771	Zooshikella	Bacteria	1	0.0019609	0.0019609		
D015179	genus	202907	Collimonas	Bacteria	8	0.003481102125	0.002094995	0.00501917143206419	
D015179	genus	203133	Propionimicrobium	Bacteria	4	0.000993199475	0.0010942355	0.00082420252093716	
D015179	genus	203135	Halomicrobium	Archaea	1	0.00325977	0.00325977		
D015179	genus	203470	Tepidiphilus	Bacteria	6	0.04197559065	0.002334365	0.097796520938179	
D015179	genus	203697	Derxia	Bacteria	6	0.00288126516666667	0.00285108	0.00147174095483144	
D015179	genus	203804	Candidatus Blochmannia	Bacteria	6	0.00329674033333333	0.0023252575	0.00377851963459399	
D015179	genus	204037	Dickeya	Bacteria	208	0.0283755318653846	0.00599271	0.143495394510053	
D015179	genus	204286	Cobetia	Bacteria	2	0.0027796575	0.0027796575	0.00327001884513109	
D015179	genus	204446	Zavarzinia	Bacteria	2	0.005689731	0.005689731	0.00733039073858427	
D015179	genus	204447	Skermanella	Bacteria	2	0.03041017845	0.03041017845	0.0429915570870194	
D015179	genus	204456	Gemmobacter	Bacteria	3	0.00179158833333333	0.00163637	0.000954673608967135	
D015179	genus	204472	Ancalomicrobium	Bacteria	1	0.00545971	0.00545971		
D015179	genus	204474	Dichotomicrobium	Bacteria	10	0.0030234119	0.003166515	0.001138267898632	
D015179	genus	204475	Gemmiger	Bacteria	288	1.20922033097222	0.01432305	2.68301240950473	
D015179	genus	206664	Desulfonauticus	Bacteria	8	0.0012421841125	0.000713511	0.00123886020586426	
D015179	genus	207244	Anaerostipes	Bacteria	749	0.252630304886515	0.0343713	0.545354521794492	
D015179	genus	207599	Solirubrobacter	Bacteria	28	0.140829931839286	0.002533845	0.461434348284117	
D015179	genus	207769	unclassified Eubacteriaceae	Bacteria	1	0.267	0.267		
D015179	genus	208215	Parvularcula	Bacteria	7	0.00106637457142857	0.000656513	0.00105239754192334	
D015179	genus	208447	Oceanithermus	Bacteria	3	0.000496043333333333	0.000211481	0.000542580254685271	
D015179	genus	212790	Sulfurihydrogenibium	Bacteria	4	0.001027241475	0.0002606795	0.00170443016352894	
D015179	genus	212791	Enhydrobacter	Bacteria	228	0.0175975336359649	0.0100801	0.0545951535390042	
D015179	genus	213485	Micavibrio	Bacteria	16	0.00210628205625	0.00134681	0.00236633722189146	
D015179	genus	214906	Histophilus	Bacteria	4	0.00147263625	0.0014227205	0.00146689638141221	
D015179	genus	215802	Enhygromyxa	Bacteria	18	0.00372018777777778	0.003052035	0.00199741573610843	
D015179	genus	216431	Croceibacter	Bacteria	2	0.0046247425	0.0046247425	0.0054227842272501	
D015179	genus	216851	Faecalibacterium	Bacteria	1600	5.47115502061875	3.168985	6.8041770288598	
D015179	genus	217161	Chamaesiphon	Bacteria	3	0.00622706	0.00173551	0.00834966920075879	
D015179	genus	218204	Garciella	Bacteria	3	0.0019133563	0.000474512	0.00290323105298498	
D015179	genus	218207	Desulfatibacillum	Bacteria	5	0.00136939036	0.000464817	0.00202135939030229	
D015179	genus	219181	Ottowia	Bacteria	1	0.00156674	0.00156674		
D015179	genus	221282	Mastigocladopsis	Bacteria	5	0.0031964658	0.00301859	0.00179611773896179	
D015179	genus	223927	Oxalicibacterium	Bacteria	8	0.003085163875	0.003402275	0.00152013061231221	
D015179	genus	224459	Byssovorax	Bacteria	1	1.05569e-05	1.05569e-05		
D015179	genus	224465	Kofleria	Bacteria	61	0.0322073845901639	0.00317501	0.152905308632563	
D015179	genus	224474	Desulfothermus	Bacteria	3	0.00263078	0.00270285	0.000283871483773908	
D015179	genus	225143	Oceanisphaera	Bacteria	6	0.00545011898333333	0.002689825	0.0074412348818033	
D015179	genus	225447	Yaniella	Bacteria	1	0.00372084	0.00372084		
D015179	genus	225842	Formosa	Bacteria	1	0.000467405	0.000467405		
D015179	genus	227388	Thermodesulfobium	Bacteria	6	0.00136635715	0.00173496	0.00102785372405391	
D015179	genus	227873	Pannonibacter	Bacteria	8	0.0018711115	0.00092402	0.0021476175337207	
D015179	genus	227979	Jeotgalicoccus	Bacteria	19	0.381167126947368	0.0108731	0.777774516961183	
D015179	genus	230355	Methanolacinia	Archaea	1	0.000395127	0.000395127		
D015179	genus	230666	Chitinibacter	Bacteria	2	0.00179380345	0.00179380345	0.00252189145606503	
D015179	genus	232115	Mesonia	Bacteria	9	0.00230946722222222	0.00137875	0.00219525880843779	
D015179	genus	232244	Belliella	Bacteria	5	0.0033209878	0.00108457	0.00456691525900473	
D015179	genus	232523	Hylemonella	Bacteria	1	0.0124164	0.0124164		
D015179	genus	233189	Anaerolinea	Bacteria	38	0.00564657618421053	0.002673065	0.00780880108653733	
D015179	genus	233191	Caldilinea	Bacteria	95	0.00569373644210526	0.002503	0.0182279832505905	
D015179	genus	235572	Candidatus Portiera	Bacteria	9	0.00407414966666667	0.0022919	0.00484178305241894	
D015179	genus	235888	Salinibacterium	Bacteria	7	0.00278575857142857	0.00237113	0.00133176556532332	
D015179	genus	236752	Fastidiosipila	Bacteria	5	0.013296944	0.00243801	0.0242430289117559	
D015179	genus	237444	Ulvibacter	Bacteria	1	0.00967138	0.00967138		
D015179	genus	238749	Diaphorobacter	Bacteria	1	3	3		
D015179	genus	238783	Pseudorhodobacter	Bacteria	2	0.002904545	0.002904545	0.00171168631415046	
D015179	genus	239759	Alistipes	Bacteria	1492	4.44868031071381	2.691585	5.28946926680474	
D015179	genus	239934	Akkermansia	Bacteria	998	4.49669037301804	0.694353	9.01741000863079	
D015179	genus	240236	Woodsholea	Bacteria	1	0.000197564	0.000197564		
D015179	genus	240411	Chitinimonas	Bacteria	2	0.000549953	0.000549953	0.000127803893845219	
D015179	genus	241189	Hespellia	Bacteria	362	0.0532021672842541	0.01894285	0.104574476469195	
D015179	genus	241192	Thermodesulfatator	Bacteria	12	0.00105238058333333	0.000620185	0.000941928432323956	
